Date,Intent,Product,Quantity,Part Number,Brand,Condition,Sender Company,Subject
5/7/2025 5:33:43,WTS,APPLE,110,MOBILE,,New,--,"[Mobile] WTS: 110, Apple, iPhone 14, 128GB, Original devices, A+/A grade, 329 EUR"
5/7/2025 5:32:35,WTS,--,278,COMPONENTS,,New,--,"[Components] WTS: 278, L-Com, CAVISU3AMICB-03 & CAU3AB-03M usb3.0 Cables, NEW!, 3.5 EUR"
5/7/2025 5:32:23,WTS,--,45,SERVER/STORAGE,,--,--,"[Server/Storage] WTS: 45, EMC, 005052088 3TB SAS 3.5"" 6Gb Hard Drive, tested pulls, offer EUR"
5/7/2025 5:32:45,WTS,--,400,COMPONENTS,,New,--,"[Components] WTS: 400, Supermicro , RSC-R1U-E8R 1U PCI-Express x8 to PCI-Express Riser, NEW not in box, 2 EUR"
5/7/2025 5:31:54,WTS,LENOVO,33,LAPTOP,,--,--,"[Laptop] WTS: 33, Lenovo, Thinkpad A485 | Ryzen 3/5 8/16GB 256SSD FHD, AB mostly, 69 EUR"
5/7/2025 5:29:17,WTS,HP,50,SERVER/STORAGE,,Used,--,"[Server/Storage] WTS: 50, HP, DL380, used, 0 GBP"
5/7/2025 5:29:07,WTS,--,22,COMPONENTS,,Used,--,"[Components] WTS: 22, Geforce, GTX960, used, 0 GBP"
5/7/2025 5:28:52,WTS,DELL,65,LAPTOP,,--,--,"[Laptop] WTS: 65, Dell, Latitude E5570 E5530 E5550 | i3/i5 4-12GB 128/256, AB mostly, 45 EUR"
5/7/2025 5:28:47,WTS,--,10,COMPONENTS,,New,--,"[Components] WTS: 10, Cisco, Cisco UCS-HD600G10K12NN, New, 0 GBP"
5/7/2025 5:27:04,WTS,--,11,MOTOROLA,,--,--,"[POS] WTS: 11,000, Motorola ,  Motorola MC67NA, A/B/C, Offer EUR"
5/7/2025 5:26:14,WTS,HP ZBOOK,200,TABLET,,New,--,"[Tablet] WTS: 200, HP ZBook x360 Pen for x360 Studio G5, ,, Brand New, Ask EUR"
5/7/2025 5:26:07,WTS,DELL,29,LAPTOP,,--,--,"[Laptop] WTS: 29, Dell, Latitude E5570 | i5 4/8/16GB 128/256GB, AB mostly, 65 EUR"
5/7/2025 5:24:50,WTS,--,300,LAPTOP,,--,--,"[Laptop] WTS: 300, Microsoft Surface GO Models (1840), UK Keyboards, A, Ask EUR"
5/7/2025 5:24:31,WTS,--,246,LAPTOP,,--,--,"[Laptop] WTS: 246, Microsoft Surface Laptop 4, i5-11th Gen, 8GB, 256GB SSD, ,, Ask EUR"
5/7/2025 5:24:14,WTS,HP,114,LAPTOP,,--,--,"[Laptop] WTS: 114, HP LAPTOPS, PROBOOK 650 G5, 445 G7, 450 G7/G8...etc., SEE BELOW, ASK/OFFER EUR"
5/7/2025 5:23:54,WTS,APPLE,200,TABLET,,--,--,"[Tablet] WTS: 200, Apple iPad Pro 9.7"" 2016, 32GB, Cellular, A, Ask EUR"
5/7/2025 5:23:17,WTS,LENOVO,40,LAPTOP,,New,--,"[Laptop] WTS: 40, LENOVO, THINKPAD T14S GEN 1 , USED, OFFER EUR"
5/7/2025 5:13:22,WTS,LENOVO,500,COMPONENTS,,Used,--,"[Components] WTS: 500, Lenovo, 65w 90w 130w 180w yellow rectangle tip, Used, Offer EUR"
5/7/2025 5:20:04,WTS,DELL,34,LAPTOP,,--,--,"[Laptop] WTS: 34, WS laptops with RTX graphics, i7-9th 10th 11th, 32/64GB, 27xA, 5xA-, 2xB, 17500 EUR"
5/7/2025 5:19:17,WTS,LENOVO,200,LAPTOP,,Refurb,inc,"[Laptop] WTS: 200, Lenovo, ThinkPad L15 Gen 2 AMD R5 PRO 16GB 256GB 15.6"", Refurbished A, * USD"
5/7/2025 5:19:06,WTS,--,144,LAPTOP,,Used,--,"[Laptop] WTS: 144, ELITEBOOK , ELITEBOOK X360 1030 G5, USED, 140 USD"
5/7/2025 5:16:42,WTS,--,144,LAPTOP,,Used,--,"[Laptop] WTS: 144, ELITEBOOK , ELITEBOOK X360 1030 G4 , USED, 140 USD"
5/7/2025 5:12:41,WTS,DELL,500,COMPONENTS,,Used,--,"[Components] WTS: 500+, Dell, 65w fat tip 7.4mm charger , Used , Offer EUR"
5/7/2025 5:12:55,WTS,--,144,LAPTOP,,Used,--,"[Laptop] WTS: 144, ELITEBOOK , ELITEBOOK X360 1030 G3, USED, 140 USD"
5/7/2025 5:11:13,WTS,--,60,COMPONENTS,,Used,--,"[Components] WTS: 60, major brands, 320GB HDD 2.5, used tested, offer EUR"
5/7/2025 5:10:56,WTS,--,40,MEDICAL,,--,--,"[POS] WTS: 40+, All-in-One medical Advantech POC-W212,21.5″fhd, Multi-Touch,i7-4650U,8,128,WI-FI, 2 x LAN, Win10p,  A/A-, pls ask EUR"
5/7/2025 5:11:24,WTS,--,144,LAPTOP,,Used,--,"[Laptop] WTS: 144, ELITEBOOK , ELITEBOOK X360 1030 G2, USED, 140 USD"
5/7/2025 5:10:43,WTS,--,40,COMPONENTS,,Used,--,"[Components] WTS: 40, major brands, 500GB HDD 2.5 , used tested, offer EUR"
5/7/2025 5:10:33,WTS,--,100,MOTOROLA,,--,--,"[POS] WTS: 100+,  Motorola Symbol MC7094, GSM,1D,MS Windows Mobile 5.0, good , tested, 19 EUR"
5/7/2025 5:09:59,WTS,--,230,COMPONENTS,,Used,--,"[Components] WTS: 230, WD/Seagate, 500GB HDD 3.5, used tested, offer EUR"
5/7/2025 5:09:53,WTS,DELL,30,QUAD-CORE,,Used,--,"[PC] WTS: 30+, All-in-One DELL  Wyse 5470, 23.8″ FHD, J4150 Quad-Core  2.5GHz, 8GB DDR4, 128GB SSD, A, pls ask EUR"
5/7/2025 5:09:25,WTS,HP,40,CLIENT,,--,--,"[PC] WTS: 40+, Mini PC HP T630 Thin Client, quadcore AMDGX-420GI 2.00GHz,8GB DDR4,32GBSSD,W10p, A, cheap  EUR"
5/7/2025 5:07:11,WTB,DELL,300,LAPTOP,,--,--,"[Laptop] WTB: 300, Dell, 5400/7490, any, 0.00 GBP"
5/7/2025 5:07:44,WTS,DELL,120,LAPTOP,,--,--,"[Laptop] WTS: 120, Dell Latitude 5320, i5-11th. Gen, 16GB RAM, 256GB SSD, Grade A - Retail, Offer EUR"
5/7/2025 5:07:34,WTS,--,4,NETWORKING/TELECOM,,Refurb,--,"[Networking/Telecom] WTS: 4, Polycom, SoundStation IP 7000 no psu, A, Offer EUR"
5/7/2025 5:06:17,WTS,--,1,ELECTRONICS,,Refurb,--,"[Electronics] WTS: 1, Efore, SR 92A540 Power supply, Used, Offer EUR"
5/7/2025 5:07:15,WTS,--,2,NETWORKING/TELECOM,,Refurb,--,"[Networking/Telecom] WTS: 2, ELBOXRF, TetraAnt 5 23 10 RSLL 5GHz antenna., A, Offer EUR"
5/7/2025 5:06:53,WTS,--,3,ELECTRONICS,,Refurb,--,"[Electronics] WTS: 3, APC, Smart-UPS SC 620, Used, Offer EUR"
5/7/2025 5:06:34,WTS,--,1,ELECTRONICS,,Refurb,--,"[Electronics] WTS: 1, Eaton, 5E 850i, A, Offer EUR"
5/7/2025 4:57:42,WTS,APPLE,44,TABLET,,--,--,"[Tablet] WTS: 44, Apple, iPad Air 2 A1566 A1567 Cellular / Wi-Fi, AB, 39 EUR"
5/7/2025 4:58:34,WTS,HP,100,PRINTER,,Used,inc,"[Printer] WTS: 100, HP, Officejet 200 mobile printer, good working, 5000 EUR"
5/7/2025 4:58:42,WTS,DELL,885,MONITOR,,--,inc,"[Monitor] WTS: 885, Dell & HP Monitors, Per line, spreadsheets, Offers GBP"
5/7/2025 4:58:33,WTS,HP,500,COMPONENTS,,--,--,"[Components] WTS: 500, For HPE Dl380 G10, 32GB DDR4 2666v , A, offer EUR"
5/7/2025 4:55:16,WTS,LENOVO,200,TABLET,,New,--,"[Tablet] WTS: 200, Lenovo , Tablet 10 Intel Celeron N4100 4Go/128Go, New in original box, Offer  EUR"
5/7/2025 4:51:35,WTB,--,5000,SERVER/STORAGE,,New,inc,"[Server/Storage] WTB: 5000, intel, Any model 240G-30.72T, New/Used, offer USD"
5/7/2025 4:51:28,WTB,--,5000,SERVER/STORAGE,,New,inc,"[Server/Storage] WTB: 5000, Samsung, Any model 240G-30.72T, New/Used, offer USD"
5/7/2025 4:51:19,WTS,--,1000,SERVER/STORAGE,,New,--,"[Server/Storage] WTS: 1000, samsung, MZQL2960HCJR-00BAL, new, call EUR"
5/7/2025 4:51:10,WTS,--,271,SERVER/STORAGE,,New,--,"[Server/Storage] WTS: 271pcs, samsung, MZ3LO7T6HBLT-00A07, new, call USD"
5/7/2025 4:51:01,WTB,--,1,SERVER/STORAGE,,Used,--,"[Server/Storage] WTB: 1-5K, SanDisk, SDLF1CRR-019T-1HAP/SDLF1CRR-019T-1HA1, Used, offer USD"
5/7/2025 4:50:56,WTS,HP,200,ELECTRONICS,,New,--,"[Electronics] WTS: +200, HP, Keyboard USB Slim Smartcard 911502-091 SWE/NO, New, Offer EUR"
5/7/2025 4:47:41,WTS,HP,25,LAPTOP,,--,inc,"[Laptop] WTS: 25, HP, Fury 15 G7 / i7-10850H / 32GB / 1TB / RTX 3000, B, 370 EUR"
5/7/2025 4:48:41,WTS,DELL,200,CLIENT,,--,--,"[PC] WTS: 200, Dell , Wyse 5070 Thin Client Celeron J4105 - 8Go/32Go, Grade A, Offer  EUR"
5/7/2025 4:47:29,WTS,APPLE,16,LAPTOP,,New,--,"[Laptop] WTS: 16, Apple, Apple MacBook Air 2025 M4 16GB 256GB SSD, New, 879 EUR"
5/7/2025 4:48:11,WTS,LENOVO,20,LAPTOP,,--,inc,"[Laptop] WTS: 20, Lenovo, T14 Gen1 / Ryzen 5 4650U / 32GB / 512GB, B, 230 EUR"
5/7/2025 4:48:00,WTS,HP,60,LAPTOP,,--,inc,"[Laptop] WTS: 60, HP, Proobook 445 G7 / Ryzen Pro 5 4500U / 8GB / 256GB, B, 170 EUR"
5/7/2025 4:47:59,WTS,LENOVO,500,COMPONENTS,,Used,inc,"[Components] WTS: +500, Lenovo, 40AJ / 40AF / 40A7 / 40AC docking station with PSU, Offer, Used EUR"
5/7/2025 4:47:54,WTS,DELL,30,LAPTOP,,--,--,"[Laptop] WTS: 30, DELL, Latitude 5440 i7-13gen-1365U 16GB 512SSD, A, 395 EUR"
5/7/2025 4:43:56,WTS,HP,40,LAPTOP,,--,inc,"[Laptop] WTS: 40, HP, 830 G8 i5-11th 8GB 256GB 13.3"" FHD, A/B, Good, ask EUR"
5/7/2025 4:43:46,WTS,HP,300,LAPTOP,,--,--,"[Laptop] WTS: 300, hp, EliteBook 830 i7-11th 8/16GB 512SSD, A B, offer EUR"
5/7/2025 4:39:00,WTS,--,14,SERVER/STORAGE,,--,--,"[Server/Storage] WTS: 14, Oracle , T8-2 SPARC M8 5.00Ghz 3U Rack-Mountable Servers, Excellent condition, Offer USD"
5/7/2025 4:41:46,WTS,DELL,20,LAPTOP,,--,--,"[Laptop] WTS: 20, Dell, Latitude 7520 / i7-11th gen / 16GB RAM / 256GB SSD, A-, Set Price EUR"
5/7/2025 4:40:32,WTB,--,100,FUJITSU,,--,company,"[PC] WTB: 100-1000, Fujitsu D738/D958 sff, any specs, good, offers EUR"
5/7/2025 4:38:40,WTS,HP,880,MONITOR,,New,--,"[Monitor] WTS: 880, hp v27ig5,  v27ig5  Pn 65p64aa Vga-dp-hdmi, new boxed, 65 EUR"
5/7/2025 4:39:39,WTB,HP,100,OFFERS,,--,company,"[PC] WTB: 100-1000, HP 600 g4/800 g4 sff, any specs, good, offers EUR"
5/7/2025 4:38:38,WTB,LENOVO,100,LENOVO,,--,company,"[PC] WTB: 100-1000, Lenovo M720s/m920s sff, any specs, good, offers EUR"
5/7/2025 4:37:18,WTS,--,5,CUSTOMER,,Refurb,--,"[POS] WTS: 5, VFD, Customer Display COM 2x20, Untested, Offer EUR"
5/7/2025 4:36:58,WTS,--,9,DATECS,,Refurb,--,"[POS] WTS: 9, Datecs, Customer Display RJ11 2x20, Untested, Offer EUR"
5/7/2025 4:36:42,WTS,--,31,ELECTRONICS,,Refurb,--,"[Electronics] WTS: 31, Major, ComPort Ribbon Cable Connector Bracket, A, Offer EUR"
5/7/2025 4:36:29,WTS,APPLE,123,MOBILE,,New,--,"[Mobile] WTS: Any, APPLE Products - Drop Shipping as well within UK, All in the List & CTOs, New, Ask GBP"
5/7/2025 4:35:55,WTS,--,1,NETWORKING/TELECOM,,Refurb,--,"[Networking/Telecom] WTS: 1, Polycom, 1565-07242-002 AMP Sub Woofer Speaker System, Used, Offer EUR"
5/7/2025 4:35:35,WTS,--,1,PRINTER,,Refurb,--,"[Printer] WTS: 1, Triumph Adler, 350ci, Working, Offer EUR"
5/7/2025 4:34:42,WTS,HP,230,DELL/LENOVO,,--,--,"[PC] WTS: 230, HP/DELL/Lenovo, i3/i5 4GB 256SSD, GOOD, OFFER EUR"
5/7/2025 4:31:28,WTB,DELL,50,FONT-FAMILY,,Used,--,"[PC] WTB: 50, DELL, T7920, USED, OFFER EUR"
5/7/2025 4:29:43,WTS,--,940,SERVER/STORAGE,,--,--,"[Server/Storage] WTS: 940, Hynix, Samsung & Micron, 64GB 3200AA, Grade A Pulls, 90 EUR"
5/7/2025 4:29:14,WTS,--,50,COMPONENTS,,--,--,"[Components] WTS: 50, Micron, MTA144ASQ16G72LSZ-2S9- 128GB 2S4RX4 PC4-2933Y-L, REF, Offer USD"
5/7/2025 4:29:01,WTB,HP,50,FONT-FAMILY,,Used,--,"[PC] WTB: 50, HP, Z8 G5/z6 g5/z4 g5, USED, OFFER EUR"
5/7/2025 4:27:48,WTS,--,75,COMPONENTS,,--,--,"[Components] WTS: 75, Samsung, M386A8K40CM2-CVFBY- SAMSUNG 64GB 4DRX4 2933Y, REF, Offer USD"
5/7/2025 4:26:46,WTS,DELL,70,W2125-32GB,,Refurb,--,"[PC] WTS: 70, DELL, T5820 Tower W2125-32gb-512gb nvme-Quadro P4000 8Gb, A+, HQ Refurbished, Ask,cheap EUR"
5/7/2025 4:25:57,WTS,--,182,COMPONENTS,,--,--,"[Components] WTS: 182, Hynix, HMAA8GR7MJR4N-WM -64GB 4DRX4 2933Y, REF, Offer USD"
5/7/2025 4:25:35,WTS,DELL,40,LAPTOP,,--,inc,"[Laptop] WTS: 40, Dell Latitude 7410, i7-10610U-RAM 16GB-SSD 256GB-FHD-PSU, A/A-, CHEAP EUR"
5/7/2025 4:23:31,WTS,--,100,COMPONENTS,,--,--,"[Components] WTS: 100, Samsung, M393A4K40BB3-CVFGY- 32GB 2RX4 2933Y-R, REF, Offer USD"
5/7/2025 4:19:37,WTS,--,9,LAPTOP,,--,--,"[Laptop] WTS: 9, Microsoft Surface Pro X SQ2, / 16 GB RAM / 256 GB SSD /, Grade: A, ASK/OFFER EUR"
5/7/2025 4:19:12,WTS,--,100,COMPONENTS,,New,--,"[Components] WTS: 100, major brands, 8GB DDR5 Sodimm , pulled/new, offer EUR"
5/7/2025 4:17:59,WTS,--,160,COMPONENTS,,--,--,"[Components] WTS: 160, Samsung, M393A4K40DB2-CVFBY-SAMSUNG 32GB 2RX4 2933Y-R, REF, Offer USD"
5/7/2025 4:17:09,WTS,DELL,50,LAPTOP,,--,--,"[Laptop] WTS: 50, Dell , Optiplex 3000 Thin Client, A, make offer EUR"
5/7/2025 4:07:55,WTS,--,1,NETWORKING/TELECOM,,--,--,"[Networking/Telecom] WTS: 1, Raritan, Dominion DKX3-116 16-Port KVM-over-IP Switch, A, make offer EUR"
5/7/2025 4:10:49,WTS,HP,150,LAPTOP,,--,--,"[Laptop] WTS: 150, HP, Elitebook 840 G6 Core i5-8 /8-256 Ssd, B, OFFER EUR"
5/7/2025 3:57:22,WTS,DELL,185,MONITOR,,--,--,"[Monitor] WTS: 185, Dell, TFT P2319, P2417 & P2317 With stand, A-, 29 EUR"
5/7/2025 4:12:35,WTS,--,100,NETWORKING/TELECOM,,New,--,"[Networking/Telecom] WTS: 100, Mellanox Nvidia, BlueField-2 BF2H532C Dual-Port SFP56  NEW, A, make offer EUR"
5/7/2025 4:04:43,WTS,HP,38,LAPTOP,,--,--,"[Laptop] WTS: 38, HP DELL Lenovo WS laptops with RTX graphics, i7-9th 10th 11th, 32/64GB, 30xA, 6xA-, 2xB, 19500 EUR"
5/7/2025 4:10:59,WTS,HP,20,SERVER/STORAGE,,--,--,"[Server/Storage] WTS: 20, HP, QLE2692 SN1100Q Dual-Port 16Gb FC 853011-001, A, Offer EUR"
5/7/2025 4:10:40,WTS,DELL,50,LAPTOP,,--,--,"[Laptop] WTS: 50+, DELL, E7250/E7270, A GRADE, 62 EUR"
5/7/2025 4:08:12,WTS,HP,45,LAPTOP,,New,--,"[Laptop] WTS: 45, HP EliteBook 840 G5-G6 FHD-IPS, i5/8/256SSD/cam, A/B, ask EUR"
5/7/2025 4:09:44,WTS,--,200,COMPONENTS,,--,--,"[Components] WTS: 200+, MAJOR, DVDRW SATA 2.5"", A GRADE, TESTED, 3.5 EUR"
5/7/2025 4:08:31,WTS,--,30,LAPTOP,,New,--,"[Laptop] WTS: 30+, Panasonic rugged tablet FZ-M1,  7″,i5 4302Y,4,256GB SSD,scanner 2D,Win8.1,new psu, full tested , offers EUR"
5/7/2025 4:09:36,WTB,LENOVO,22,LENOVO,,New,--,"[PC] WTB: 22, Lenovo , HP All-in-One 24-cr0001l Ci7-1355U / 16GB / 1TB-SS, Brand new , 0.00 USD"
5/7/2025 4:08:12,WTS,--,15,MONITOR,,--,--,"[Monitor] WTS: 15, SAMSUNG/NEC, 32""-40"", A/A- GRADE, 29 EUR"
5/7/2025 4:08:05,WTS,--,60,TOUCHSCREEN,,New,--,"[POS] WTS: 60+, AIO 17"" touchscreen, POS 17″ Touchscreen, i5 3320m,8GB,128GB SSD, new in box , pls ask EUR"
5/7/2025 4:06:57,WTS,--,500,BIXOLON,,New,--,"[POS] WTS: 500+, Bixolon, SRP-770III label printers usb, new sealed box , cheap EUR"
5/7/2025 4:07:53,WTS,LENOVO,160,MONITOR,,--,--,"[Monitor] WTS: 160, LENOVO, 22""-24"", A GRADE, 21 EUR"
5/7/2025 4:07:39,WTS,--,200,THERMAL,,New,--,"[POS] WTS: 200+, EPSON thermal printer, TM-m30II,USB,Bluetooth,Ethernet,black, new sealed box, pls ask EUR"
5/7/2025 4:07:31,WTS,DELL,95,LAPTOP,,--,--,"[Laptop] WTS: 95, Dell Latitude 5590, Intel Core i5 8GB 256GB SSD COA FHD, A/A-, offer EUR"
5/7/2025 4:07:20,WTS,LENOVO,20,LENOVO,,New,--,"[PC] WTS: 20+, Lenovo ThinkStation P350, i7-11700K,32gb,2x256 GB SSD M.2 RAID,Win10p,T1000, new sealed box, ask EUR"
5/7/2025 4:04:57,WTS,DELL,200,LAPTOP,,New,inc,"[Laptop] WTS: 200, Dell, 5420 i5-1135G7, Grade A, Call GBP"
5/7/2025 4:03:52,WTS,HP,30,LAPTOP,,New,--,"[Laptop] WTS: 30, HP PROBOOK 450 g5-g6 15,6"" FHD-IPS, I5-8GEN/8/256ssd/CAM, A-/B, ask EUR"
5/7/2025 4:03:00,WTS,DELL,87,LAPTOP,,--,inc,"[Laptop] WTS: 87, dell 5430-5420- Touchscreen- 16/32 gb- 256 ssd , dell 5430-5420 -i5 -11-12 gen , Aa-, 205 EUR"
5/7/2025 4:02:54,WTB,APPLE MACBOOK,5,LAPTOP,,Used,--,"[Laptop] WTB: 5-100, Apple Macbook Air/Pro, A2337/A2338/A2681/A2442/A2485, Used Good, Offer EUR"
5/7/2025 4:00:55,WTS,--,430,SYMBOL,,Used,--,"[POS] WTS: 430, Symbol, BTRY-TC7X-46MAH-01 - Batteries for TC7X series , Used, Offers EUR"
5/7/2025 4:00:04,WTS,--,100,NETWORKING/TELECOM,,--,--,"[Networking/Telecom] WTS: 100, Meraki, MR26-HW, ref, offer EUR"
5/7/2025 4:00:03,WTS,DELL,200,LAPTOP,,Refurb,llc,"[Laptop] WTS: 200, DELL LATITUDE,  7320 i5 11th Gen Fiber Body 16gb 256ssd FHD , A+, 180 EUR"
5/7/2025 3:57:16,WTB,HP,200,LAPTOP,,--,--,"[Laptop] WTB: 200+, HP, Elitebook X360 G2-G3-G4-G5-G6, Grade A/A+, Best Price EUR"
5/7/2025 3:52:31,WTS,DELL,100,LAPTOP,,--,--,"[Laptop] WTS: 100, Dell, Wyse 5070 Thin Client Intel J4105, A, make offer EUR"
5/7/2025 3:48:21,WTS,APPLE,50,LAPTOP,,--,inc,"[Laptop] WTS: 50, Apple, MacBook Pro 16-inch M3 Pro, BOXED , 1200 GBP"
5/7/2025 3:48:28,WTS,HP,82,PRODESK,,--,--,"[PC] WTS: 82, HP, ProDesk 600 G2 DM |4/8GB | i3/5-6. Gen., A/B, Ask for  EUR"
5/7/2025 3:48:06,WTS,APPLE,31,LAPTOP,,New,inc,"[Laptop] WTS: 31, Apple, Apple MacBook Pro 16-inch M1 Pro, NEW, 840 GBP"
5/7/2025 3:45:37,WTB,DELL,5,LAPTOP,,--,--,"[Laptop] WTB: 5, DELL, Latitude 7320 i5 16GB, B - A, offer GBP"
5/7/2025 3:42:55,WTB,DELL-,10,DELL-HP,,--,--,"[PC] WTB: 10, DELL-HP-LENOVO, desktop, A, OFFER EUR"
5/7/2025 3:40:36,WTB,--,2,NETWORKING/TELECOM,,Refurb,--,"[Networking/Telecom] WTB: 2 , Fortinet, Fortigate 400F, Refurb, £ GBP"
5/7/2025 3:40:07,WTB,DELL,100,OFFERS,,--,--,"[PC] WTB: 100+, Dell, 3080 SFF i5 , good, offers EUR"
5/7/2025 3:37:24,WTS,--,170,MOBILE,,--,--,"[Mobile] WTS: 170, NOKIA, NOKIA 7.2 4GB/64GB Android, A/B, 35 EUR"
5/7/2025 3:37:08,WTS,LENOVO,2,SERVER/STORAGE,,--,inc,"[Server/Storage] WTS: 2, Lenovo, Lenovo SR650 Xeon Platinum 8268  1,5TB Ram, A, offer EUR"
5/7/2025 3:32:43,WTB,HP,80,SERVER/STORAGE,,Used,--,"[Server/Storage] WTB: 80, HPE, 40cm NVMe Cable SFF-8654 8i 870531-001 879840-001, used, offers EUR"
5/7/2025 3:31:50,WTB,HP,500,LAPTOP,,--,llc,"[Laptop] WTB: 500, hp, 840 G3 G4, any, good  USD"
5/7/2025 3:29:49,WTS,LENOVO,50,LAPTOP,,Refurb,--,"[Laptop] WTS: 50+, Lenovo, WTS P15V i7-10th, Refurb, Offers EUR"
5/7/2025 3:26:50,WTS,--,30,NETWORKING/TELECOM,,--,--,"[Networking/Telecom] WTS: 30, D-Link, DGS-3620-28PC 24Ports PoE 4Ports SFP 10Gbits, A, Offer EUR"
5/7/2025 3:26:38,WTS,DELL,1,SERVER/STORAGE,,--,--,"[Server/Storage] WTS: 1, Dell , Poweredge VRTX , A, make offer EUR"
5/7/2025 3:26:07,WTS,--,18,SERVER/STORAGE,,--,--,"[Server/Storage] WTS: 18, Gigabyte, G242 epyc 7502 4*2080ti watercooled 32gb*8 2*1600w, A, Offer EUR"
5/7/2025 3:23:45,WTS,HP,139,COMPONENTS,,New,--,"[Components] WTS: 139, HPE, 809083-EF1 / P30648-001 32GB/64GB Dimms, New, 0.00 USD"
5/7/2025 3:23:13,WTS,--,6,NETWORKING/TELECOM,,--,--,"[Networking/Telecom] WTS: 6, Brocade, VDX 6740T-1G Switch, A, Offer EUR"
5/7/2025 3:21:45,WTS,LENOVO,100,LENOVO,,--,--,"[PC] WTS: 100+, LENOVO, m625q / m70q /m700, A, ask EUR"
5/7/2025 3:20:22,WTS,HP,600,SERVER/STORAGE,,New,--,"[Server/Storage] WTS: 600+, HPE, Mixed HPE system boards (G7/G8/G9), New, 0.00 USD"
5/7/2025 3:18:34,WTS,APPLE MACBOOK,50,LAPTOP,,New,--,"[Laptop] WTS: 50, Apple Macbook Pro A2442, M1 Pro / 32GB / 512GB SSD  , NEW, offer EUR"
5/7/2025 3:18:11,WTS,--,1000,MOBILE,,--,--,"[Mobile] WTS: +1000, Samsung , Galaxy A525, A/B, 70 EUR"
5/7/2025 3:16:13,WTB,DELL,30,LAPTOP,,--,--,"[Laptop] WTB: 30, Dell, Latitude 5430/5530 or above, Original GER Keyboard, A, Offer EUR"
5/7/2025 3:14:50,WTS,--,104,SYMBOL,,Used,--,"[POS] WTS: 104, Symbol, CRD4001-4000ER, Good used, Offers EUR"
5/7/2025 3:15:23,WTS,LENOVO,25,LAPTOP,,--,--,"[Laptop] WTS: 25, Lenovo , P50/P51/P52 , A/B , ask  EUR"
5/7/2025 3:12:00,WTS,DELL,50,SERVER/STORAGE,,--,--,"[Server/Storage] WTS: 50, DELL SSDS, 960GB SATA 2.5 SSD , Grade B (health), EMAIL  GBP"
5/7/2025 3:13:58,WTS,HP,51,COMPONENTS,,--,--,"[Components] WTS: 51, HP 3Par, 778179 480GB 2.5"" SAS SSD , Tested Pulls, Offer GBP"
5/7/2025 3:14:35,WTS,LENOVO,108,SERVER/STORAGE,,--,--,"[Server/Storage] WTS: 108, LENOVO, HUH721212ALE600 - LENOVO 01GV061 - 12TB SATA , REF, Offer USD"
5/7/2025 3:13:34,WTS,DELL,100,FONT-FAMILY,,--,--,"[PC] WTS: 100+, Dell Tiny, 3070 / 3060 / 5060 / 5000 / 7070, A, ask EUR"
5/7/2025 3:11:30,WTS,--,22,INTERMEC,,Used,--,"[POS] WTS: 22, Intermec, CN50AQU1EN00, Used, Offers EUR"
5/7/2025 3:08:18,WTB,--,4,COMPONENTS,,New,--,"[Components] WTB: 4 , NVIDIA RTX A5500, 24GB, REF / NEW , BEST  EUR"
5/7/2025 3:08:40,WTS,--,77,SYMBOL,,Used,--,"[POS] WTS: 77, Symbol, DS9808-SR00007NNWR, clean used, Offers EUR"
5/7/2025 3:08:23,WTS,--,1640,COMPONENTS,,Used,--,"[Components] WTS: 1640 pcs, Various , Server RAMs, used, offer EUR"
5/7/2025 3:08:00,WTS,HP,3000,SERVER/STORAGE,,New,--,"[Server/Storage] WTS: 3000+, HPE, Mixed HPE Power Supply units / PSU parts, New, 2.00 USD"
5/7/2025 3:06:08,WTS,DELL,21,SERVER/STORAGE,,--,--,"[Server/Storage] WTS: 21, Dell PowerEdge, R430 - v3 CPU, 16GB, REF, Contact EUR"
5/7/2025 3:06:14,WTS,HP,781,SERVER/STORAGE,,--,--,"[Server/Storage] WTS: 781, Mixed Lot, 781x M.2 Interfacecards, Grade A, Offer EUR"
5/7/2025 3:05:40,WTS,HP,3175,SERVER/STORAGE,,--,--,"[Server/Storage] WTS: 3175, Mixed Lot, 3175x SATA/SSD Hot Swap drives, Grade A, Offer EUR"
5/7/2025 3:04:35,WTB,--,80,TABLET,,--,--,"[Tablet] WTB: 80, Samsung, Galaxy Tab A 10.1 (2019) SM-T510, A or B, 40 EUR"
5/7/2025 3:05:27,WTS,--,130,MOTOROLA/ZEBRA,,Used,--,"[POS] WTS: 130, Motorola/Zebra, WT41N0-T2H27ER, Good used, Offers GBP"
5/7/2025 3:03:42,WTS,HP,3296,COMPONENTS,,--,--,"[Components] WTS: 3296, Nvidia, 3296x Hi-End nVidia card, Grade A, Offer EUR"
5/7/2025 3:03:00,WTS,HP,4858,COMPONENTS,,--,--,"[Components] WTS: 4858, Mixed Lot, 4858x Power Supplies (Server/Workstation/PC/Switch, Grade A, Offer EUR"
5/7/2025 3:00:41,WTS,--,3,NUC6I7KYK,,New,--,"[PC] WTS: 3, INTEL, NUC6i7KYK / 6i7KYK, USED, OFFER EUR"
5/7/2025 3:00:06,WTS,LENOVO,10,LAPTOP,,--,--,"[Laptop] WTS: 10, Lenovo ThinkBook 16P G3, AMD Ryzen 9 6900HX 32GB 1TB SSD 2K RTX 3060 6GB, A+, Offer EUR"
